MaDotBiTich;NgayBiTich;MoTa;LinhMuc;LoaiBiTich;NoiBiTich;UpdateDate;MaGiaoXuRieng
670;03/04/1977;Đợt bí tích ngày 03 tháng 04 năm 1977;;0;Tân Phước;2018/10/05 01:43:01;1234
671;25/12/1977;Đợt bí tích ngày 25 tháng 12 năm 1977;;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
672;27/03/1977;Đợt bí tích ngày 27 tháng 03 năm 1977;Phero Trần Đình Tứ;0;Ngũ Phúc;2018/10/05 01:43:01;1234
673;22/05/1977;Đợt bí tích ngày 22 tháng 05 năm 1977;Phero Trần Đình Tứ;0;Ngũ Phúc;2018/10/05 01:43:01;1234
674;25/12/1977;Đợt bí tích ngày 25 tháng 12 năm 1977;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
675;07/10/1977;Đợt bí tích ngày 07 tháng 10 năm 1977;;0;Bùi Chu;2018/10/05 01:43:01;1234
676;03/07/1977;Đợt bí tích ngày 03 tháng 07 năm 1977;;0;Gia Yên;2018/10/05 01:43:01;1234
677;24/04/1977;Đợt bí tích ngày 24 tháng 04 năm 1977;Phê-rô Trần Đình Tứ;0;Ngũ Phúc;2018/10/05 01:43:01;1234
678;29/05/1977;Đợt bí tích ngày 29 tháng 05 năm 1977;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
679;25/12/1977;Đợt bí tích ngày 25 tháng 12 năm 1977;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
680;30/01/1977;Đợt bí tích ngày 30 tháng 01 năm 1977;Đam Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
681;06/11/1977;Đợt bí tích ngày 06 tháng 11 năm 1977;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
682;20/02/1977;Đợt bí tích ngày 20 tháng 02 năm 1977;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
683;29/11/1977;Đợt bí tích ngày 29 tháng 11 năm 1977;Paul Huỳnh Ngọc Cảnh;0;Đồng Tâm;2018/10/05 01:43:01;1234
684;20/02/1977;Đợt bí tích ngày 20 tháng 02 năm 1977;Phê-rô Trần Đình Tứ;0;Ngũ Phúc;2018/10/05 01:43:01;1234
685;07/08/1977;Đợt bí tích ngày 07 tháng 08 năm 1977;Vinh Sơn Nguyễn Ngọc Quý;0;Bình Lộc;2018/10/05 01:43:01;1234
686;03/12/1977;Đợt bí tích ngày 03 tháng 12 năm 1977;;0;Lộc Hòa;2018/10/05 01:43:01;1234
687;30/01/1977;Đợt bí tích ngày 30 tháng 01 năm 1977;Đaminh Nguyển Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
688;24/12/1978;Đợt bí tích ngày 24 tháng 12 năm 1978;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
689;12/03/1978;Đợt bí tích ngày 12 tháng 03 năm 1978;;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
690;06/08/1978;Đợt bí tích ngày 06 tháng 08 năm 1978;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
691;01/01/1978;Đợt bí tích ngày 01 tháng 01 năm 1978;;0;Ngũ Phúc;2018/10/05 01:43:01;1234
692;02/04/1978;Đợt bí tích ngày 02 tháng 04 năm 1978;;0;Gx Bùi Chu;2018/10/05 01:43:01;1234
693;12/11/1978;Đợt bí tích ngày 12 tháng 11 năm 1978;Lm. Gioakim Đặng Văn Phán;0;Gx Hải Châu;2018/10/05 01:43:01;1234
694;06/08/1978;Đợt bí tích ngày 06 tháng 08 năm 1978;;0;Lạc Nghiệp, Gp Đà Lạt;2018/10/05 01:43:01;1234
695;23/07/1978;Đợt bí tích ngày 23 tháng 07 năm 1978;;0;Gx Bái Xuyên;2018/10/05 01:43:01;1234
696;03/09/1978;Đợt bí tích ngày 03 tháng 09 năm 1978;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
697;27/03/1978;Đợt bí tích ngày 27 tháng 03 năm 1978;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
698;04/06/1978;Đợt bí tích ngày 04 tháng 06 năm 1978;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
699;29/01/1978;Đợt bí tích ngày 29 tháng 01 năm 1978;;0;Hữu Phước;2018/10/05 01:43:01;1234
700;01/10/1978;Đợt bí tích ngày 01 tháng 10 năm 1978;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
701;06/08/1978;Đợt bí tích ngày 06 tháng 08 năm 1978;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
702;03/09/1978;Đợt bí tích ngày 03 tháng 09 năm 1978;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
703;02/04/1978;Đợt bí tích ngày 02 tháng 04 năm 1978;Giuse Phạm Đức Sự, Op;0;Ngọc Đồng;2018/10/05 01:43:01;1234
704;04/06/1978;Đợt bí tích ngày 04 tháng 06 năm 1978;;0;Ngũ Phúc;2018/10/05 01:43:01;1234
705;24/12/1978;Đợt bí tích ngày 24 tháng 12 năm 1978;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
706;05/11/1978;Đợt bí tích ngày 05 tháng 11 năm 1978;;0;Ninh Phát;2018/10/05 01:43:01;1234
707;25/11/1978;Đợt bí tích ngày 25 tháng 11 năm 1978;;0;Bắc Hòa;2018/10/05 01:43:01;1234
708;10/08/1978;Đợt bí tích ngày 10 tháng 08 năm 1978;Ông Trùm Giuse Nguyễn Văn Trọng;0;Gx La Đao;2018/10/05 01:43:01;1234
709;05/11/1978;Đợt bí tích ngày 05 tháng 11 năm 1978;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
710;05/03/1978;Đợt bí tích ngày 05 tháng 03 năm 1978;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
711;06/05/1978;Đợt bí tích ngày 06 tháng 05 năm 1978;;0;;2018/10/05 01:43:01;1234
712;05/02/1978;Đợt bí tích ngày 05 tháng 02 năm 1978;;0;;2018/10/05 01:43:01;1234
713;05/09/1978;Đợt bí tích ngày 05 tháng 09 năm 1978;;0;;2018/10/05 01:43:01;1234
714;28/05/1978;Đợt bí tích ngày 28 tháng 05 năm 1978;;0;;2018/10/05 01:43:01;1234
715;24/12/1978;Đợt bí tích ngày 24 tháng 12 năm 1978;Đaminh Nguyển Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
716;04/06/1978;Đợt bí tích ngày 04 tháng 06 năm 1978;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
717;02/07/1978;Đợt bí tích ngày 02 tháng 07 năm 1978;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
718;07/05/1978;Đợt bí tích ngày 07 tháng 05 năm 1978;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
719;10/09/1978;Đợt bí tích ngày 10 tháng 09 năm 1978;;0;Thánh Tâm;2018/10/05 01:43:01;1234
720;05/11/1978;Đợt bí tích ngày 05 tháng 11 năm 1978;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
721;07/10/1979;Đợt bí tích ngày 07 tháng 10 năm 1979;Lm. Đaminh Nguyễn Văn Tòng;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
722;07/08/1979;Đợt bí tích ngày 07 tháng 08 năm 1979;;0;Gx Lộ Đức;2018/10/05 01:43:01;1234
723;05/01/1979;Đợt bí tích ngày 05 tháng 01 năm 1979;Lm. Giuse Nguyễn Bình An;0;Mỹ Hoán, Gp Nha Trang;2018/10/05 01:43:01;1234
724;07/01/1979;Đợt bí tích ngày 07 tháng 01 năm 1979;;0;Ngũ Phúc;2018/10/05 01:43:01;1234
725;04/11/1979;Đợt bí tích ngày 04 tháng 11 năm 1979;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
726;01/07/1979;Đợt bí tích ngày 01 tháng 07 năm 1979;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
727;04/03/1979;Đợt bí tích ngày 04 tháng 03 năm 1979;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
728;05/08/1979;Đợt bí tích ngày 05 tháng 08 năm 1979;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
729;06/05/1979;Đợt bí tích ngày 06 tháng 05 năm 1979;;0;Ngọc Đồng;2018/10/05 01:43:01;1234
730;1979;Đợt bí tích năm 1979;;0;Thánh Tâm;2018/10/05 01:43:01;1234
731;04/02/1979;Đợt bí tích ngày 04 tháng 02 năm 1979;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
732;20/09/1979;Đợt bí tích ngày 20 tháng 09 năm 1979;;0;Thái Bình;2018/10/05 01:43:01;1234
733;06/05/1979;Đợt bí tích ngày 06 tháng 05 năm 1979;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
734;05/02/1979;Đợt bí tích ngày 05 tháng 02 năm 1979;Đaminh Đặng Duy Hòa;0;Đông Vinh;2018/10/05 01:43:01;1234
735;07/10/1979;Đợt bí tích ngày 07 tháng 10 năm 1979;;0;Hà Nội;2018/10/05 01:43:01;1234
736;03/06/1979;Đợt bí tích ngày 03 tháng 06 năm 1979;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
737;30/09/1979;Đợt bí tích ngày 30 tháng 09 năm 1979;;0;Núi Đỏ;2018/10/05 01:43:01;1234
738;01/04/1979;Đợt bí tích ngày 01 tháng 04 năm 1979;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
739;14/08/1979;Đợt bí tích ngày 14 tháng 08 năm 1979;;0;Thái Bình;2018/10/05 01:43:01;1234
740;07/10/1979;Đợt bí tích ngày 07 tháng 10 năm 1979;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
741;02/12/1979;Đợt bí tích ngày 02 tháng 12 năm 1979;;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
742;03/06/1979;Đợt bí tích ngày 03 tháng 06 năm 1979;Phero Nguyễn Quang Hiến;0;Ngọc Đồng;2018/10/05 01:43:01;1234
743;02/12/1979;Đợt bí tích ngày 02 tháng 12 năm 1979;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
744;04/11/1979;Đợt bí tích ngày 04 tháng 11 năm 1979;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
745;03/06/1979;Đợt bí tích ngày 03 tháng 06 năm 1979;Phereo Nguyễn Quang Hiến, Op;0;Ngọc Đồng;2018/10/05 01:43:01;1234
746;07/01/1979;Đợt bí tích ngày 07 tháng 01 năm 1979;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
747;07/12/1979;Đợt bí tích ngày 07 tháng 12 năm 1979;;0;Tân Thành;2018/10/05 01:43:01;1234
748;05/11/1979;Đợt bí tích ngày 05 tháng 11 năm 1979;;0;Thánh Gia;2018/10/05 01:43:01;1234
749;02/12/1979;Đợt bí tích ngày 02 tháng 12 năm 1979;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
750;04/02/1979;Đợt bí tích ngày 04 tháng 02 năm 1979;;0;Bùi Chu;2018/10/05 01:43:01;1234
751;07/09/1980;Đợt bí tích ngày 07 tháng 09 năm 1980;;0;Ngũ Phúc;2018/10/05 01:43:01;1234
752;10/08/1980;Đợt bí tích ngày 10 tháng 08 năm 1980;;0;Gx Tân Mai;2018/10/05 01:43:01;1234
753;1980;Đợt bí tích năm 1980;;0;Cao Xá, Gp Phú Cường;2018/10/05 01:43:01;1234
754;27/07/1980;Đợt bí tích ngày 27 tháng 07 năm 1980;;0;Tân Mai;2018/10/05 01:43:01;1234
755;05/12/1980;Đợt bí tích ngày 05 tháng 12 năm 1980;;0;Nhà Thờ Cái Nhum;2018/10/05 01:43:01;1234
756;06/07/1980;Đợt bí tích ngày 06 tháng 07 năm 1980;;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
757;03/03/1980;Đợt bí tích ngày 03 tháng 03 năm 1980;;0;Thạch An;2018/10/05 01:43:01;1234
758;06/06/1980;Đợt bí tích ngày 06 tháng 06 năm 1980;;0;Bv Thánh Tâm;2018/10/05 01:43:01;1234
759;31/12/1980;Đợt bí tích ngày 31 tháng 12 năm 1980;;0;Gx. Bùi Thái;2018/10/05 01:43:01;1234
760;20/04/1980;Đợt bí tích ngày 20 tháng 04 năm 1980;;0;Gx Chính Tòa Xuân Lộc;2018/10/05 01:43:01;1234
761;07/12/1980;Đợt bí tích ngày 07 tháng 12 năm 1980;;0;Ngũ Phúc;2018/10/05 01:43:01;1234
762;03/02/1980;Đợt bí tích ngày 03 tháng 02 năm 1980;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
763;07/07/1980;Đợt bí tích ngày 07 tháng 07 năm 1980;Đaminh Nguyễn Trung Thành;0;Thái Hòa;2018/10/05 01:43:01;1234
764;07/12/1980;Đợt bí tích ngày 07 tháng 12 năm 1980;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
765;06/07/1980;Đợt bí tích ngày 06 tháng 07 năm 1980;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
766;03/04/1980;Đợt bí tích ngày 03 tháng 04 năm 1980;;0;Đồng Tâm;2018/10/05 01:43:01;1234
767;02/03/1980;Đợt bí tích ngày 02 tháng 03 năm 1980;Đaminh Đặng Duy Hòa;0;Lai Ổn;2018/10/05 01:43:01;1234
768;18/05/1980;Đợt bí tích ngày 18 tháng 05 năm 1980;G.b. Đinh Tiến Hướng;0;Phú Sơn;2018/10/05 01:43:01;1234
769;12/10/1980;Đợt bí tích ngày 12 tháng 10 năm 1980;;0;Gx Phục Lễ, Thái Bình;2018/10/05 01:43:01;1234
770;07/09/1980;Đợt bí tích ngày 07 tháng 09 năm 1980;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
771;06/04/1980;Đợt bí tích ngày 06 tháng 04 năm 1980;;0;Ngô Xá;2018/10/05 01:43:01;1234
772;04/05/1980;Đợt bí tích ngày 04 tháng 05 năm 1980;;0;Ngọc Đồng;2018/10/05 01:43:01;1234
773;05/10/1980;Đợt bí tích ngày 05 tháng 10 năm 1980;;0;Thánh Tâm;2018/10/05 01:43:01;1234
774;20/09/1980;Đợt bí tích ngày 20 tháng 09 năm 1980;Micae Trần Kim Chinh;0;Kim Phát;2018/10/05 01:43:01;1234
775;06/01/1980;Đợt bí tích ngày 06 tháng 01 năm 1980;Vinh Sơn Nguyễn Ngọc Quý;0;Bình Lộc;2018/10/05 01:43:01;1234
776;06/01/1980;Đợt bí tích ngày 06 tháng 01 năm 1980;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
777;16/03/1980;Đợt bí tích ngày 16 tháng 03 năm 1980;;0;Vị Thủy;2018/10/05 01:43:01;1234
778;06/01/1980;Đợt bí tích ngày 06 tháng 01 năm 1980;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
779;15/10/1980;Đợt bí tích ngày 15 tháng 10 năm 1980;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
780;06/10/1980;Đợt bí tích ngày 06 tháng 10 năm 1980;;0;;2018/10/05 01:43:01;1234
781;22/11/1980;Đợt bí tích ngày 22 tháng 11 năm 1980;;0;Đại Lộ;2018/10/05 01:43:01;1234
782;10/08/1980;Đợt bí tích ngày 10 tháng 08 năm 1980;Micae Trần Kim Thinh;0;Kim Châu;2018/10/05 01:43:01;1234
783;05/05/1980;Đợt bí tích ngày 05 tháng 05 năm 1980;;0;Long Xuyên;2018/10/05 01:43:01;1234
784;28/12/1980;Đợt bí tích ngày 28 tháng 12 năm 1980;;0;Tân Lập;2018/10/05 01:43:01;1234
785;05/10/1980;Đợt bí tích ngày 05 tháng 10 năm 1980;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
786;01/03/1980;Đợt bí tích ngày 01 tháng 03 năm 1980;;0;Bùi Thái;2018/10/05 01:43:01;1234
787;06/12/1981;Đợt bí tích ngày 06 tháng 12 năm 1981;;0;Gx Tân Hà, Gp Đà Lạt;2018/10/05 01:43:01;1234
788;01/11/1981;Đợt bí tích ngày 01 tháng 11 năm 1981;Lm Francis Trần Hòa;0;Gx Hoa Thâu;2018/10/05 01:43:01;1234
789;24/04/1981;Đợt bí tích ngày 24 tháng 04 năm 1981;Lm. Giuse Nguyễn Văn Uy;0;Tiên Chu;2018/10/05 01:43:01;1234
790;1981;Đợt bí tích năm 1981;;0;Gx Vân Am;2018/10/05 01:43:01;1234
791;07/06/1981;Đợt bí tích ngày 07 tháng 06 năm 1981;Lm. Đaminh Nguyễn Văn Tòng;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
792;05/09/1981;Đợt bí tích ngày 05 tháng 09 năm 1981;Lm. Matthêu Bùi Tiến San;0;Bùi Vĩnh;2018/10/05 01:43:01;1234
793;04/10/1981;Đợt bí tích ngày 04 tháng 10 năm 1981;;0;Vĩnh Phước;2018/10/05 01:43:01;1234
794;05/06/1981;Đợt bí tích ngày 05 tháng 06 năm 1981;;0;Gx Bắc Hải;2018/10/05 01:43:01;1234
795;28/06/1981;Đợt bí tích ngày 28 tháng 06 năm 1981;;0;Xuân Hòa;2018/10/05 01:43:01;1234
796;01/03/1981;Đợt bí tích ngày 01 tháng 03 năm 1981;;0;Kẻ Sặt;2018/10/05 01:43:01;1234
797;01/11/1981;Đợt bí tích ngày 01 tháng 11 năm 1981;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
798;11/10/1981;Đợt bí tích ngày 11 tháng 10 năm 1981;;0;Xuân Trà;2018/10/05 01:43:01;1234
799;06/06/1981;Đợt bí tích ngày 06 tháng 06 năm 1981;;0;Tân Thành;2018/10/05 01:43:01;1234
800;29/11/1981;Đợt bí tích ngày 29 tháng 11 năm 1981;;0;Xuân Lộc;2018/10/05 01:43:01;1234
801;05/07/1981;Đợt bí tích ngày 05 tháng 07 năm 1981;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
802;18/04/1981;Đợt bí tích ngày 18 tháng 04 năm 1981;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
803;05/07/1981;Đợt bí tích ngày 05 tháng 07 năm 1981;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
804;01/02/1981;Đợt bí tích ngày 01 tháng 02 năm 1981;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
805;15/05/1981;Đợt bí tích ngày 15 tháng 05 năm 1981;;0;Mỹ Vân;2018/10/05 01:43:01;1234
806;03/05/1981;Đợt bí tích ngày 03 tháng 05 năm 1981;Gmt Nguyễn Vinh Thiên;0;Lộ Đức;2018/10/05 01:43:01;1234
807;01/11/1981;Đợt bí tích ngày 01 tháng 11 năm 1981;;0;Ngô Xá;2018/10/05 01:43:01;1234
808;01/02/1981;Đợt bí tích ngày 01 tháng 02 năm 1981;;0;Ngọc Đồng;2018/10/05 01:43:01;1234
809;07/06/1981;Đợt bí tích ngày 07 tháng 06 năm 1981;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
810;09/06/1981;Đợt bí tích ngày 09 tháng 06 năm 1981;Đaminh Đặng Duy Hòa;0;Đông Vinh;2018/10/05 01:43:01;1234
811;04/01/1981;Đợt bí tích ngày 04 tháng 01 năm 1981;Phero Nguyễn Quang Hiến;0;Ngọc Đồng;2018/10/05 01:43:01;1234
812;06/12/1981;Đợt bí tích ngày 06 tháng 12 năm 1981;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
813;01/02/1981;Đợt bí tích ngày 01 tháng 02 năm 1981;Đaminh Nguyển Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
814;01/03/1981;Đợt bí tích ngày 01 tháng 03 năm 1981;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
815;13/07/1981;Đợt bí tích ngày 13 tháng 07 năm 1981;;0;Tân Bắc;2018/10/05 01:43:01;1234
816;23/05/1981;Đợt bí tích ngày 23 tháng 05 năm 1981;;0;Bắc Hòa;2018/10/05 01:43:01;1234
817;01/11/1981;Đợt bí tích ngày 01 tháng 11 năm 1981;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
818;07/06/1981;Đợt bí tích ngày 07 tháng 06 năm 1981;Đam Đặng Duy Hòa;0;Đông Vinh;2018/10/05 01:43:01;1234
819;06/09/1981;Đợt bí tích ngày 06 tháng 09 năm 1981;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
820;07/02/1982;Đợt bí tích ngày 07 tháng 02 năm 1982;;0;Ngọc Đồng;2018/10/05 01:43:01;1234
821;06/09/1982;Đợt bí tích ngày 06 tháng 09 năm 1982;;0;Gx Đồng Phú;2018/10/05 01:43:01;1234
822;01/08/1982;Đợt bí tích ngày 01 tháng 08 năm 1982;;0;Gx. Bùi Thái;2018/10/05 01:43:01;1234
823;20/06/1982;Đợt bí tích ngày 20 tháng 06 năm 1982;;0;Gx Trà Cổ 2;2018/10/05 01:43:01;1234
824;03/10/1982;Đợt bí tích ngày 03 tháng 10 năm 1982;Lm. Đaminh Nguyễn Văn Tòng;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
825;29/03/1982;Đợt bí tích ngày 29 tháng 03 năm 1982;;0;Gx Trung Ngãi;2018/10/05 01:43:01;1234
826;15/08/1982;Đợt bí tích ngày 15 tháng 08 năm 1982;;0;Hà Nội;2018/10/05 01:43:01;1234
827;1982;Đợt bí tích năm 1982;;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
828;04/12/1982;Đợt bí tích ngày 04 tháng 12 năm 1982;;0;Đồng Phát;2018/10/05 01:43:01;1234
829;04/01/1982;Đợt bí tích ngày 04 tháng 01 năm 1982;Lm G B Mai Đức Long;0;Gx Thánh Gia;2018/10/05 01:43:01;1234
830;05/12/1982;Đợt bí tích ngày 05 tháng 12 năm 1982;;0;Thái Hòa;2018/10/05 01:43:01;1234
831;03/01/1982;Đợt bí tích ngày 03 tháng 01 năm 1982;Giuse Maria Bùi Hiền Triết;0;Thánh Tâm;2018/10/05 01:43:01;1234
832;06/06/1982;Đợt bí tích ngày 06 tháng 06 năm 1982;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
833;06/06/1982;Đợt bí tích ngày 06 tháng 06 năm 1982;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
834;07/02/1982;Đợt bí tích ngày 07 tháng 02 năm 1982;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
835;07/03/1982;Đợt bí tích ngày 07 tháng 03 năm 1982;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
836;05/12/1982;Đợt bí tích ngày 05 tháng 12 năm 1982;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
837;02/05/1982;Đợt bí tích ngày 02 tháng 05 năm 1982;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
838;30/01/1982;Đợt bí tích ngày 30 tháng 01 năm 1982;Giuse Phạm Ngọc Tuyến;0;Tân Thành;2018/10/05 01:43:01;1234
839;28/03/1982;Đợt bí tích ngày 28 tháng 03 năm 1982;Đaminh Đặng Duy Hòa;0;Lai Ổn;2018/10/05 01:43:01;1234
840;03/10/1982;Đợt bí tích ngày 03 tháng 10 năm 1982;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
841;11/04/1982;Đợt bí tích ngày 11 tháng 04 năm 1982;;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
842;11/04/1982;Đợt bí tích ngày 11 tháng 04 năm 1982;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
843;09/08/1982;Đợt bí tích ngày 09 tháng 08 năm 1982;;0;Tân Bắc;2018/10/05 01:43:01;1234
844;07/03/1982;Đợt bí tích ngày 07 tháng 03 năm 1982;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
845;03/09/1982;Đợt bí tích ngày 03 tháng 09 năm 1982;Phó Tế An-tôn Phan Tự Cường;0;Gx Ngọc Đồng;2018/10/05 01:43:01;1234
846;03/01/1982;Đợt bí tích ngày 03 tháng 01 năm 1982;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
847;17/05/1982;Đợt bí tích ngày 17 tháng 05 năm 1982;Giuse Nguyễn Quang Phục;0;Đồng Quan;2018/10/05 01:43:01;1234
848;28/03/1982;Đợt bí tích ngày 28 tháng 03 năm 1982;;0;Sài Quất;2018/10/05 01:43:01;1234
849;01/08/1982;Đợt bí tích ngày 01 tháng 08 năm 1982;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
850;01/08/1982;Đợt bí tích ngày 01 tháng 08 năm 1982;Giuse Maria Bùi Hiền Triết, Op;0;Thánh Tâm;2018/10/05 01:43:01;1234
851;07/02/1982;Đợt bí tích ngày 07 tháng 02 năm 1982;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
852;02/05/1982;Đợt bí tích ngày 02 tháng 05 năm 1982;Đam. Phạm Hữu Tư;0;Ngũ Phúc;2018/10/05 01:43:01;1234
853;20/05/1983;Đợt bí tích ngày 20 tháng 05 năm 1983;;0;Gx Chánh Tòa, Gp Xuân Lộc;2018/10/05 01:43:01;1234
854;19/06/1983;Đợt bí tích ngày 19 tháng 06 năm 1983;;0;Gx Tiên Chu;2018/10/05 01:43:01;1234
855;06/1983;Đợt bí tích tháng 06 năm 1983;;0;Gh Tân Mỹ, Gp Thái Bình;2018/10/05 01:43:01;1234
856;31/07/1983;Đợt bí tích ngày 31 tháng 07 năm 1983;;0;Ngọc Đồng;2018/10/05 01:43:01;1234
857;27/05/1983;Đợt bí tích ngày 27 tháng 05 năm 1983;;0;Gx, Quỳnh Lang, Gp Thái Bình;2018/10/05 01:43:01;1234
858;04/09/1983;Đợt bí tích ngày 04 tháng 09 năm 1983;;0;Gx Kẻ Bền, Gp Thanh Hóa;2018/10/05 01:43:01;1234
